Treatment,Replicate,Settling,Number,Transfer
YPDSET,6,yes,1,12
YPDSET,6,yes,2,12
YPDSET,6,yes,6,12
YPDSET,6,yes,2,12
YPDSET,6,yes,2,12
YPDSET,6,yes,4,12
YPDSET,6,yes,2,12
YPDSET,6,yes,1,12
YPDSET,6,yes,1,12
YPDSET,6,yes,5,12
YPDSET,6,yes,2,12
YPDSET,6,yes,3,12
YPDSET,6,yes,2,12
YPDSET,6,yes,3,12
YPDSET,6,yes,1,12
YPDSET,6,yes,2,12
YPDSET,6,yes,1,12
YPDSET,6,yes,4,12
YPDSET,6,yes,3,12
YPDSET,6,yes,5,12
YPDSET,6,yes,3,12
YPDSET,6,yes,2,12
YPDSET,6,yes,3,12
YPDSET,6,yes,2,12
YPDSET,6,yes,3,12
YPDSET,6,yes,2,12
YPDSET,6,yes,5,12
YPDSET,6,yes,1,12
YPDSET,6,yes,3,12
YPDSET,6,yes,1,12
YPDSET,6,yes,2,12
YPDSET,6,yes,3,12
YPDSET,6,yes,2,12
YPDSET,6,yes,2,12
YPDSET,6,yes,3,12
YPDSET,6,yes,2,12
YPDSET,6,yes,2,12
YPDSET,6,yes,2,12
YPDSET,6,yes,5,12
YPDSET,6,yes,1,12
YPDSET,6,yes,2,12
YPDSET,6,yes,1,12
YPDSET,6,yes,3,12
YPDSET,6,yes,1,12
YPDSET,6,yes,6,12
YPDSET,6,yes,3,12
YPDSET,6,yes,5,12
YPDSET,6,yes,3,12
YPDSET,6,yes,3,12
YPDSET,6,yes,1,12
YPDSET,6,yes,2,12
YPDSET,6,yes,1,12
YPDSET,6,yes,1,12
YPDSET,6,yes,1,12
YPDSET,6,yes,2,12
YPDSET,6,yes,6,12
YPDSET,6,yes,1,12
YPDSET,6,yes,2,12
YPDSET,7,yes,4,12
YPDSET,7,yes,4,12
YPDSET,7,yes,3,12
YPDSET,7,yes,4,12
YPDSET,7,yes,1,12
YPDSET,7,yes,1,12
YPDSET,7,yes,3,12
YPDSET,7,yes,3,12
YPDSET,7,yes,1,12
YPDSET,7,yes,3,12
YPDSET,7,yes,3,12
YPDSET,7,yes,2,12
YPDSET,7,yes,1,12
YPDSET,7,yes,2,12
YPDSET,7,yes,4,12
YPDSET,7,yes,4,12
YPDSET,7,yes,3,12
YPDSET,7,yes,4,12
YPDSET,7,yes,4,12
YPDSET,7,yes,2,12
YPDSET,7,yes,1,12
YPDSET,7,yes,2,12
YPDSET,7,yes,3,12
YPDSET,7,yes,3,12
YPDSET,7,yes,4,12
YPDSET,7,yes,1,12
YPDSET,7,yes,4,12
YPDSET,7,yes,2,12
YPDSET,7,yes,1,12
YPDSET,7,yes,3,12
YPDSET,7,yes,3,12
YPDSET,7,yes,2,12
YPDSET,7,yes,2,12
YPDSET,7,yes,4,12
YPDSET,7,yes,4,12
YPDSET,7,yes,3,12
YPDSET,7,yes,3,12
YPDSET,7,yes,5,12
YPDSET,7,yes,1,12
YPDSET,7,yes,2,12
YPDSET,7,yes,4,12
YPDSET,7,yes,3,12
YPDSET,7,yes,1,12
YPDSET,7,yes,1,12
YPDSET,7,yes,2,12
YPDSET,7,yes,2,12
YPDSET,7,yes,3,12
YPDSET,7,yes,3,12
YPDSET,7,yes,2,12
YPDSET,7,yes,3,12
YPDSET,7,yes,2,12
YPDSET,7,yes,2,12
YPDSET,7,yes,1,12
YPDSET,7,yes,1,12
YPDSET,7,yes,1,12
YPDSET,7,yes,1,12
YPDSET,7,yes,2,12
YPDSET,7,yes,2,12
YPDSET,7,yes,2,12
YPDSET,7,yes,2,12
YPDSET,7,yes,1,12
YPDSET,7,yes,4,12
YPDSET,7,yes,1,12
YPDSET,7,yes,4,12
YPDSET,7,yes,3,12
YPDSET,7,yes,4,12
YPDSET,7,yes,34,12
YPDSET,7,yes,1,12
YPDSET,7,yes,1,12
YPDSET,7,yes,2,12
YPDSET,7,yes,2,12
YPDSET,7,yes,3,12
YPDSET,7,yes,1,12
YPDSET,7,yes,1,12
YPDSET,7,yes,2,12
YPDSET,7,yes,3,12
YPDSET,7,yes,4,12
YPDSET,7,yes,6,12
YPDSET,7,yes,1,12
YPDSET,7,yes,4,12
YPDSET,7,yes,2,12
YPDSET,7,yes,6,12
YPDSET,7,yes,3,12
YPDSET,7,yes,6,12
YPDSET,7,yes,3,12
YPDSET,7,yes,4,12
YPDSET,7,yes,4,12
YPDSET,7,yes,3,12
YPDSET,7,yes,2,12
YPDSET,7,yes,2,12
YPDSET,7,yes,1,12
YPDSET,7,yes,5,12
YPDSET,7,yes,3,12
YPDSET,7,yes,3,12
YPDSET,7,yes,4,12
YPDSET,7,yes,5,12
YPDSET,7,yes,2,12
YPDSET,7,yes,4,12
YPDSET,7,yes,1,12
YPDSET,7,yes,1,12
YPDSET,8,yes,6,12
YPDSET,8,yes,5,12
YPDSET,8,yes,2,12
YPDSET,8,yes,2,12
YPDSET,8,yes,4,12
YPDSET,8,yes,5,12
YPDSET,8,yes,2,12
YPDSET,8,yes,3,12
YPDSET,8,yes,2,12
YPDSET,8,yes,2,12
YPDSET,8,yes,1,12
YPDSET,8,yes,2,12
YPDSET,8,yes,2,12
YPDSET,8,yes,1,12
YPDSET,8,yes,7,12
YPDSET,8,yes,6,12
YPDSET,8,yes,3,12
YPDSET,8,yes,4,12
YPDSET,8,yes,2,12
YPDSET,8,yes,3,12
YPDSET,8,yes,4,12
YPDSET,8,yes,1,12
YPDSET,8,yes,6,12
YPDSET,8,yes,1,12
YPDSET,8,yes,5,12
YPDSET,8,yes,4,12
YPDSET,8,yes,1,12
YPDSET,8,yes,3,12
YPDSET,8,yes,3,12
YPDSET,8,yes,3,12
YPDSET,8,yes,3,12
YPDSET,8,yes,1,12
YPDSET,8,yes,1,12
YPDSET,8,yes,1,12
YPDSET,8,yes,1,12
YPDSET,8,yes,1,12
YPDSET,8,yes,1,12
YPDSET,8,yes,3,12
YPDSET,8,yes,3,12
YPDSET,8,yes,3,12
YPDSET,8,yes,2,12
YPDSET,8,yes,1,12
YPDSET,8,yes,5,12
YPDSET,8,yes,2,12
YPDSET,8,yes,2,12
YPDSET,8,yes,3,12
YPDSET,8,yes,2,12
YPDSET,8,yes,2,12
YPDSET,8,yes,3,12
YPDSET,8,yes,2,12
YPDSET,8,yes,3,12
YPDSET,8,yes,3,12
YPDSET,8,yes,1,12
YPDSET,8,yes,1,12
YPDSET,8,yes,3,12
YPDSET,8,yes,3,12
YPDSET,8,yes,3,12
YPDSET,8,yes,1,12
YPDSET,8,yes,5,12
YPDSET,8,yes,2,12
YPDSET,8,yes,3,12
YPDSET,8,yes,2,12
YPDSET,8,yes,5,12
YPDSET,8,yes,3,12
YPDSET,8,yes,1,12
YPDSET,8,yes,2,12
YPDSET,8,yes,1,12
YPDSET,8,yes,2,12
YPDSET,8,yes,4,12
YPDSET,8,yes,3,12
YPDSET,8,yes,3,12
YPDSET,8,yes,2,12
YPDSET,8,yes,1,12
YPDSET,8,yes,1,12
YPDSET,8,yes,1,12
YPDSET,8,yes,2,12
YPDSET,8,yes,4,12
YPDSET,8,yes,2,12
YPDSET,8,yes,3,12
YPDSET,8,yes,1,12
YPDSET,8,yes,4,12
YPDSET,8,yes,2,12
YPDSET,8,yes,2,12
YPDSET,8,yes,2,12
YPDSET,8,yes,1,12
YPDSET,8,yes,2,12
YPDSET,8,yes,5,12
YPDSET,8,yes,7,12
YPDSET,8,yes,2,12
YPDSET,8,yes,4,12
YPDSET,8,yes,1,12
YPDSET,8,yes,3,12
YPDSET,8,yes,4,12
YPDSET,8,yes,4,12
YPDSET,8,yes,1,12
YPDSET,8,yes,5,12
YPDSET,8,yes,2,12
YPDSET,8,yes,3,12
YPDSET,8,yes,2,12
YPDSET,8,yes,1,12
GAL,1,no,18,16
GAL,1,no,4,16
GAL,1,no,2,16
GAL,1,no,5,16
GAL,1,no,4,16
GAL,1,no,2,16
GAL,1,no,4,16
GAL,1,no,2,16
GAL,1,no,4,16
GAL,1,no,8,16
GAL,1,no,2,16
GAL,1,no,4,16
GAL,1,no,5,16
GAL,1,no,2,16
GAL,1,no,6,16
GAL,1,no,3,16
GAL,1,no,5,16
GAL,1,no,1,16
GAL,1,no,5,16
GAL,1,no,4,16
GAL,1,no,3,16
GAL,1,no,3,16
GAL,1,no,2,16
GAL,1,no,5,16
GAL,1,no,3,16
GAL,1,no,4,16
GAL,1,no,5,16
GAL,1,no,3,16
GAL,1,no,3,16
GAL,1,no,8,16
GAL,1,no,4,16
GAL,1,no,9,16
GAL,1,no,3,16
GAL,1,no,5,16
GAL,1,no,3,16
GAL,1,no,4,16
GAL,1,no,3,16
GAL,1,no,3,16
GAL,1,no,2,16
GAL,1,no,15,16
GAL,1,no,5,16
GAL,1,no,4,16
GAL,1,no,1,16
GAL,1,no,2,16
GAL,1,no,3,16
GAL,1,no,6,16
GAL,1,no,6,16
GAL,1,no,4,16
GAL,1,no,3,16
GAL,1,no,4,16
GAL,1,no,2,16
GAL,1,no,5,16
GAL,1,no,7,16
GAL,1,no,5,16
GAL,1,no,4,16
GAL,1,no,2,16
GAL,1,no,4,16
GAL,1,no,4,16
GAL,1,no,2,16
GAL,1,no,2,16
GAL,1,no,5,16
GAL,1,no,7,16
GAL,1,no,2,16
GAL,1,no,4,16
GAL,1,no,5,16
GAL,1,no,5,16
GAL,1,no,5,16
GAL,1,no,4,16
GAL,1,no,2,16
GAL,1,no,12,16
GAL,1,no,5,16
GAL,1,no,4,16
GAL,1,no,2,16
GAL,1,no,12,16
GAL,1,no,3,16
GAL,1,no,3,16
GAL,1,no,4,16
GAL,1,no,4,16
GAL,1,no,4,16
GAL,1,no,3,16
GAL,1,no,4,16
GAL,1,no,1,16
GAL,1,no,4,16
GAL,1,no,3,16
GAL,1,no,4,16
GAL,1,no,5,16
GAL,1,no,1,16
GAL,1,no,5,16
GAL,1,no,3,16
GAL,1,no,4,16
GAL,1,no,4,16
GAL,1,no,8,16
GAL,1,no,2,16
GAL,1,no,3,16
GAL,1,no,3,16
GAL,1,no,3,16
GAL,1,no,4,16
GAL,1,no,5,16
GAL,1,no,2,16
GAL,1,no,6,16
GAL,2,no,6,16
GAL,2,no,10,16
GAL,2,no,2,16
GAL,2,no,14,16
GAL,2,no,3,16
GAL,2,no,3,16
GAL,2,no,5,16
GAL,2,no,4,16
GAL,2,no,3,16
GAL,2,no,3,16
GAL,2,no,3,16
GAL,2,no,2,16
GAL,2,no,2,16
GAL,2,no,3,16
GAL,2,no,3,16
GAL,2,no,4,16
GAL,2,no,4,16
GAL,2,no,4,16
GAL,2,no,2,16
GAL,2,no,3,16
GAL,2,no,3,16
GAL,2,no,2,16
GAL,2,no,3,16
GAL,2,no,4,16
GAL,2,no,3,16
GAL,2,no,2,16
GAL,2,no,4,16
GAL,2,no,2,16
GAL,2,no,2,16
GAL,2,no,2,16
GAL,2,no,4,16
GAL,2,no,3,16
GAL,2,no,4,16
GAL,2,no,2,16
GAL,2,no,3,16
GAL,2,no,4,16
GAL,2,no,4,16
GAL,2,no,25,16
GAL,2,no,8,16
GAL,2,no,23,16
GAL,2,no,3,16
GAL,2,no,3,16
GAL,2,no,7,16
GAL,2,no,2,16
GAL,2,no,5,16
GAL,2,no,2,16
GAL,2,no,3,16
GAL,2,no,3,16
GAL,2,no,2,16
GAL,2,no,4,16
GAL,2,no,2,16
GAL,2,no,2,16
GAL,2,no,2,16
GAL,2,no,2,16
GAL,2,no,1,16
GAL,2,no,3,16
GAL,2,no,3,16
GAL,2,no,3,16
GAL,2,no,3,16
GAL,2,no,4,16
GAL,2,no,6,16
GAL,2,no,25,16
GAL,2,no,3,16
GAL,2,no,5,16
GAL,2,no,5,16
GAL,2,no,8,16
GAL,2,no,3,16
GAL,2,no,4,16
GAL,2,no,2,16
GAL,2,no,3,16
GAL,2,no,5,16
GAL,2,no,3,16
GAL,2,no,2,16
GAL,2,no,7,16
GAL,2,no,3,16
GAL,2,no,3,16
GAL,2,no,1,16
GAL,2,no,3,16
GAL,2,no,7,16
GAL,2,no,3,16
GAL,2,no,3,16
GAL,2,no,4,16
GAL,2,no,2,16
GAL,2,no,5,16
GAL,2,no,3,16
GAL,2,no,2,16
GAL,2,no,4,16
GAL,2,no,3,16
GAL,2,no,2,16
GAL,2,no,11,16
GAL,2,no,3,16
GAL,2,no,4,16
GAL,2,no,3,16
GAL,2,no,3,16
GAL,2,no,1,16
GAL,2,no,2,16
GAL,2,no,2,16
GAL,2,no,4,16
GAL,2,no,3,16
GAL,2,no,3,16
GAL,3,no,6,16
GAL,3,no,4,16
GAL,3,no,9,16
GAL,3,no,2,16
GAL,3,no,2,16
GAL,3,no,4,16
GAL,3,no,5,16
GAL,3,no,2,16
GAL,3,no,5,16
GAL,3,no,3,16
GAL,3,no,2,16
GAL,3,no,3,16
GAL,3,no,4,16
GAL,3,no,6,16
GAL,3,no,2,16
GAL,3,no,6,16
GAL,3,no,5,16
GAL,3,no,6,16
GAL,3,no,4,16
GAL,3,no,2,16
GAL,3,no,5,16
GAL,3,no,4,16
GAL,3,no,3,16
GAL,3,no,4,16
GAL,3,no,5,16
GAL,3,no,5,16
GAL,3,no,3,16
GAL,3,no,3,16
GAL,3,no,4,16
GAL,3,no,2,16
GAL,3,no,3,16
GAL,3,no,4,16
GAL,3,no,2,16
GAL,3,no,3,16
GAL,3,no,2,16
GAL,3,no,8,16
GAL,3,no,9,16
GAL,3,no,1,16
GAL,3,no,12,16
GAL,3,no,3,16
GAL,3,no,2,16
GAL,3,no,4,16
GAL,3,no,7,16
GAL,3,no,10,16
GAL,3,no,5,16
GAL,3,no,7,16
GAL,3,no,3,16
GAL,3,no,6,16
GAL,3,no,10,16
GAL,3,no,6,16
GAL,3,no,2,16
GAL,3,no,2,16
GAL,3,no,2,16
GAL,3,no,1,16
GAL,3,no,2,16
GAL,3,no,2,16
GAL,3,no,2,16
GAL,3,no,5,16
GAL,3,no,3,16
GAL,3,no,2,16
GAL,3,no,2,16
GAL,3,no,5,16
GAL,3,no,5,16
GAL,3,no,3,16
GAL,3,no,6,16
GAL,3,no,3,16
GAL,3,no,2,16
GAL,3,no,5,16
GAL,3,no,1,16
GAL,3,no,2,16
GAL,3,no,5,16
GAL,3,no,3,16
GAL,3,no,2,16
GAL,3,no,2,16
GAL,3,no,2,16
GAL,3,no,2,16
GAL,3,no,2,16
GAL,3,no,3,16
GAL,3,no,7,16
GAL,3,no,3,16
GAL,3,no,5,16
GAL,3,no,2,16
GAL,3,no,4,16
GAL,3,no,2,16
GAL,3,no,3,16
GAL,3,no,3,16
GAL,3,no,3,16
GAL,3,no,3,16
GAL,3,no,2,16
GAL,3,no,4,16
GAL,3,no,2,16
GAL,3,no,2,16
GAL,3,no,2,16
GAL,3,no,4,16
GAL,3,no,1,16
GAL,3,no,3,16
GAL,3,no,10,16
GAL,3,no,5,16
GAL,3,no,6,16
GAL,3,no,3,16
GAL,4,no,3,16
GAL,4,no,2,16
GAL,4,no,4,16
GAL,4,no,6,16
GAL,4,no,2,16
GAL,4,no,5,16
GAL,4,no,3,16
GAL,4,no,2,16
GAL,4,no,4,16
GAL,4,no,4,16
GAL,4,no,4,16
GAL,4,no,5,16
GAL,4,no,2,16
GAL,4,no,2,16
GAL,4,no,3,16
GAL,4,no,2,16
GAL,4,no,2,16
GAL,4,no,23,16
GAL,4,no,12,16
GAL,4,no,3,16
GAL,4,no,2,16
GAL,4,no,4,16
GAL,4,no,4,16
GAL,4,no,5,16
GAL,4,no,5,16
GAL,4,no,7,16
GAL,4,no,2,16
GAL,4,no,6,16
GAL,4,no,4,16
GAL,4,no,1,16
GAL,4,no,3,16
GAL,4,no,4,16
GAL,4,no,4,16
GAL,4,no,4,16
GAL,4,no,5,16
GAL,4,no,10,16
GAL,4,no,2,16
GAL,4,no,3,16
GAL,4,no,5,16
GAL,4,no,4,16
GAL,4,no,2,16
GAL,4,no,4,16
GAL,4,no,8,16
GAL,4,no,5,16
GAL,4,no,3,16
GAL,4,no,3,16
GAL,4,no,2,16
GAL,4,no,4,16
GAL,4,no,4,16
GAL,4,no,3,16
GAL,4,no,4,16
GAL,4,no,2,16
GAL,4,no,3,16
GAL,4,no,4,16
GAL,4,no,5,16
GAL,4,no,3,16
GAL,4,no,4,16
GAL,4,no,2,16
GAL,4,no,4,16
GAL,4,no,1,16
GAL,4,no,2,16
GAL,4,no,2,16
GAL,4,no,3,16
GAL,4,no,4,16
GAL,4,no,2,16
GAL,4,no,3,16
GAL,4,no,3,16
GAL,4,no,3,16
GAL,4,no,2,16
GAL,4,no,4,16
GAL,4,no,5,16
GAL,4,no,2,16
GAL,4,no,3,16
GAL,4,no,4,16
GAL,4,no,4,16
GAL,4,no,2,16
GAL,4,no,2,16
GAL,4,no,5,16
GAL,4,no,3,16
GAL,4,no,3,16
GAL,4,no,4,16
GAL,4,no,4,16
GAL,4,no,4,16
GAL,4,no,2,16
GAL,4,no,18,16
GAL,4,no,4,16
GAL,4,no,13,16
GAL,4,no,2,16
GAL,4,no,3,16
GAL,4,no,2,16
GAL,4,no,3,16
GAL,4,no,2,16
GAL,4,no,2,16
GAL,4,no,2,16
GAL,4,no,4,16
GAL,4,no,3,16
GAL,4,no,2,16
GAL,4,no,3,16
GAL,4,no,2,16
GAL,4,no,4,16
GALSET,1,yes,3,16
GALSET,1,yes,61,16
GALSET,1,yes,7,16
GALSET,1,yes,6,16
GALSET,1,yes,16,16
GALSET,1,yes,2,16
GALSET,1,yes,8,16
GALSET,1,yes,3,16
GALSET,1,yes,4,16
GALSET,1,yes,8,16
GALSET,1,yes,8,16
GALSET,1,yes,7,16
GALSET,1,yes,7,16
GALSET,1,yes,2,16
GALSET,1,yes,6,16
GALSET,1,yes,7,16
GALSET,1,yes,5,16
GALSET,1,yes,8,16
GALSET,1,yes,2,16
GALSET,1,yes,4,16
GALSET,1,yes,2,16
GALSET,1,yes,5,16
GALSET,1,yes,15,16
GALSET,1,yes,7,16
GALSET,1,yes,3,16
GALSET,1,yes,9,16
GALSET,1,yes,5,16
GALSET,1,yes,5,16
GALSET,1,yes,6,16
GALSET,1,yes,7,16
GALSET,1,yes,15,16
GALSET,1,yes,4,16
GALSET,1,yes,5,16
GALSET,1,yes,32,16
GALSET,1,yes,2,16
GALSET,1,yes,3,16
GALSET,1,yes,6,16
GALSET,1,yes,7,16
GALSET,1,yes,10,16
GALSET,1,yes,5,16
GALSET,1,yes,8,16
GALSET,1,yes,5,16
GALSET,1,yes,7,16
GALSET,1,yes,5,16
GALSET,1,yes,6,16
GALSET,1,yes,2,16
GALSET,1,yes,11,16
GALSET,1,yes,10,16
GALSET,1,yes,4,16
GALSET,1,yes,9,16
GALSET,1,yes,2,16
GALSET,1,yes,2,16
GALSET,1,yes,1,16
GALSET,1,yes,3,16
GALSET,1,yes,4,16
GALSET,1,yes,2,16
GALSET,1,yes,6,16
GALSET,1,yes,12,16
GALSET,1,yes,3,16
GALSET,1,yes,4,16
GALSET,1,yes,3,16
GALSET,1,yes,3,16
GALSET,1,yes,14,16
GALSET,1,yes,5,16
GALSET,1,yes,4,16
GALSET,1,yes,4,16
GALSET,1,yes,6,16
GALSET,1,yes,3,16
GALSET,1,yes,4,16
GALSET,1,yes,3,16
GALSET,1,yes,4,16
GALSET,1,yes,12,16
GALSET,1,yes,2,16
GALSET,1,yes,4,16
GALSET,1,yes,16,16
GALSET,1,yes,5,16
GALSET,1,yes,12,16
GALSET,1,yes,3,16
GALSET,1,yes,1,16
GALSET,1,yes,37,16
GALSET,1,yes,13,16
GALSET,1,yes,3,16
GALSET,1,yes,7,16
GALSET,1,yes,7,16
GALSET,1,yes,5,16
GALSET,1,yes,3,16
GALSET,1,yes,4,16
GALSET,1,yes,4,16
GALSET,1,yes,3,16
GALSET,1,yes,1,16
GALSET,1,yes,9,16
GALSET,1,yes,3,16
GALSET,1,yes,3,16
GALSET,1,yes,3,16
GALSET,1,yes,2,16
GALSET,1,yes,12,16
GALSET,1,yes,9,16
GALSET,1,yes,6,16
GALSET,1,yes,7,16
GALSET,1,yes,7,16
GALSET,2,yes,8,16
GALSET,2,yes,78,16
GALSET,2,yes,11,16
GALSET,2,yes,2,16
GALSET,2,yes,10,16
GALSET,2,yes,34,16
GALSET,2,yes,5,16
GALSET,2,yes,5,16
GALSET,2,yes,4,16
GALSET,2,yes,3,16
GALSET,2,yes,3,16
GALSET,2,yes,3,16
GALSET,2,yes,17,16
GALSET,2,yes,8,16
GALSET,2,yes,6,16
GALSET,2,yes,6,16
GALSET,2,yes,4,16
GALSET,2,yes,8,16
GALSET,2,yes,3,16
GALSET,2,yes,9,16
GALSET,2,yes,2,16
GALSET,2,yes,4,16
GALSET,2,yes,12,16
GALSET,2,yes,5,16
GALSET,2,yes,6,16
GALSET,2,yes,3,16
GALSET,2,yes,5,16
GALSET,2,yes,4,16
GALSET,2,yes,1,16
GALSET,2,yes,9,16
GALSET,2,yes,3,16
GALSET,2,yes,3,16
GALSET,2,yes,7,16
GALSET,2,yes,2,16
GALSET,2,yes,17,16
GALSET,2,yes,2,16
GALSET,2,yes,3,16
GALSET,2,yes,5,16
GALSET,2,yes,9,16
GALSET,2,yes,9,16
GALSET,2,yes,7,16
GALSET,2,yes,4,16
GALSET,2,yes,14,16
GALSET,2,yes,10,16
GALSET,2,yes,9,16
GALSET,2,yes,32,16
GALSET,2,yes,4,16
GALSET,2,yes,18,16
GALSET,2,yes,4,16
GALSET,2,yes,12,16
GALSET,2,yes,7,16
GALSET,2,yes,2,16
GALSET,2,yes,17,16
GALSET,2,yes,12,16
GALSET,2,yes,6,16
GALSET,2,yes,2,16
GALSET,2,yes,1,16
GALSET,2,yes,1,16
GALSET,2,yes,30,16
GALSET,2,yes,23,16
GALSET,2,yes,5,16
GALSET,2,yes,9,16
GALSET,2,yes,3,16
GALSET,2,yes,2,16
GALSET,2,yes,5,16
GALSET,2,yes,10,16
GALSET,2,yes,5,16
GALSET,2,yes,10,16
GALSET,2,yes,9,16
GALSET,2,yes,7,16
GALSET,2,yes,5,16
GALSET,2,yes,5,16
GALSET,2,yes,2,16
GALSET,2,yes,10,16
GALSET,2,yes,2,16
GALSET,2,yes,22,16
GALSET,2,yes,12,16
GALSET,2,yes,1,16
GALSET,2,yes,4,16
GALSET,2,yes,2,16
GALSET,2,yes,3,16
GALSET,2,yes,4,16
GALSET,2,yes,3,16
GALSET,2,yes,4,16
GALSET,2,yes,5,16
GALSET,2,yes,24,16
GALSET,2,yes,3,16
GALSET,2,yes,2,16
GALSET,2,yes,13,16
GALSET,2,yes,4,16
GALSET,2,yes,4,16
GALSET,2,yes,2,16
GALSET,2,yes,5,16
GALSET,2,yes,3,16
GALSET,2,yes,15,16
GALSET,2,yes,24,16
GALSET,2,yes,11,16
GALSET,2,yes,8,16
GALSET,2,yes,11,16
GALSET,2,yes,31,16
GALSET,3,yes,5,16
GALSET,3,yes,2,16
GALSET,3,yes,25,16
GALSET,3,yes,33,16
GALSET,3,yes,6,16
GALSET,3,yes,3,16
GALSET,3,yes,5,16
GALSET,3,yes,3,16
GALSET,3,yes,3,16
GALSET,3,yes,6,16
GALSET,3,yes,10,16
GALSET,3,yes,2,16
GALSET,3,yes,26,16
GALSET,3,yes,14,16
GALSET,3,yes,2,16
GALSET,3,yes,1,16
GALSET,3,yes,8,16
GALSET,3,yes,5,16
GALSET,3,yes,3,16
GALSET,3,yes,4,16
GALSET,3,yes,11,16
GALSET,3,yes,24,16
GALSET,3,yes,5,16
GALSET,3,yes,2,16
GALSET,3,yes,30,16
GALSET,3,yes,3,16
GALSET,3,yes,1,16
GALSET,3,yes,14,16
GALSET,3,yes,5,16
GALSET,3,yes,46,16
GALSET,3,yes,9,16
GALSET,3,yes,1,16
GALSET,3,yes,3,16
GALSET,3,yes,1,16
GALSET,3,yes,5,16
GALSET,3,yes,5,16
GALSET,3,yes,10,16
GALSET,3,yes,22,16
GALSET,3,yes,3,16
GALSET,3,yes,3,16
GALSET,3,yes,3,16
GALSET,3,yes,4,16
GALSET,3,yes,5,16
GALSET,3,yes,5,16
GALSET,3,yes,3,16
GALSET,3,yes,4,16
GALSET,3,yes,12,16
GALSET,3,yes,1,16
GALSET,3,yes,4,16
GALSET,3,yes,9,16
GALSET,3,yes,3,16
GALSET,3,yes,3,16
GALSET,3,yes,20,16
GALSET,3,yes,1,16
GALSET,3,yes,25,16
GALSET,3,yes,13,16
GALSET,3,yes,2,16
GALSET,3,yes,1,16
GALSET,3,yes,17,16
GALSET,3,yes,1,16
GALSET,3,yes,14,16
GALSET,3,yes,2,16
GALSET,3,yes,4,16
GALSET,3,yes,24,16
GALSET,3,yes,3,16
GALSET,3,yes,5,16
GALSET,3,yes,5,16
GALSET,3,yes,2,16
GALSET,3,yes,14,16
GALSET,3,yes,3,16
GALSET,3,yes,41,16
GALSET,3,yes,13,16
GALSET,3,yes,11,16
GALSET,3,yes,3,16
GALSET,3,yes,55,16
GALSET,3,yes,4,16
GALSET,3,yes,2,16
GALSET,3,yes,9,16
GALSET,3,yes,2,16
GALSET,3,yes,5,16
GALSET,3,yes,7,16
GALSET,3,yes,5,16
GALSET,3,yes,10,16
GALSET,3,yes,8,16
GALSET,3,yes,4,16
GALSET,3,yes,7,16
GALSET,3,yes,2,16
GALSET,3,yes,15,16
GALSET,3,yes,21,16
GALSET,3,yes,4,16
GALSET,3,yes,3,16
GALSET,3,yes,5,16
GALSET,3,yes,18,16
GALSET,3,yes,9,16
GALSET,3,yes,2,16
GALSET,3,yes,4,16
GALSET,3,yes,2,16
GALSET,3,yes,18,16
GALSET,3,yes,2,16
GALSET,3,yes,15,16
GALSET,4,yes,10,16
GALSET,4,yes,16,16
GALSET,4,yes,5,16
GALSET,4,yes,3,16
GALSET,4,yes,6,16
GALSET,4,yes,3,16
GALSET,4,yes,9,16
GALSET,4,yes,16,16
GALSET,4,yes,52,16
GALSET,4,yes,6,16
GALSET,4,yes,5,16
GALSET,4,yes,3,16
GALSET,4,yes,11,16
GALSET,4,yes,27,16
GALSET,4,yes,9,16
GALSET,4,yes,5,16
GALSET,4,yes,2,16
GALSET,4,yes,19,16
GALSET,4,yes,21,16
GALSET,4,yes,10,16
GALSET,4,yes,3,16
GALSET,4,yes,17,16
GALSET,4,yes,3,16
GALSET,4,yes,4,16
GALSET,4,yes,2,16
GALSET,4,yes,2,16
GALSET,4,yes,4,16
GALSET,4,yes,4,16
GALSET,4,yes,13,16
GALSET,4,yes,1,16
GALSET,4,yes,12,16
GALSET,4,yes,8,16
GALSET,4,yes,5,16
GALSET,4,yes,4,16
GALSET,4,yes,6,16
GALSET,4,yes,4,16
GALSET,4,yes,3,16
GALSET,4,yes,10,16
GALSET,4,yes,11,16
GALSET,4,yes,4,16
GALSET,4,yes,3,16
GALSET,4,yes,7,16
GALSET,4,yes,23,16
GALSET,4,yes,14,16
GALSET,4,yes,4,16
GALSET,4,yes,6,16
GALSET,4,yes,3,16
GALSET,4,yes,9,16
GALSET,4,yes,4,16
GALSET,4,yes,1,16
GALSET,4,yes,1,16
GALSET,4,yes,9,16
GALSET,4,yes,8,16
GALSET,4,yes,2,16
GALSET,4,yes,4,16
GALSET,4,yes,12,16
GALSET,4,yes,1,16
GALSET,4,yes,4,16
GALSET,4,yes,4,16
GALSET,4,yes,8,16
GALSET,4,yes,14,16
GALSET,4,yes,18,16
GALSET,4,yes,26,16
GALSET,4,yes,4,16
GALSET,4,yes,3,16
GALSET,4,yes,4,16
GALSET,4,yes,35,16
GALSET,4,yes,24,16
GALSET,4,yes,9,16
GALSET,4,yes,2,16
GALSET,4,yes,1,16
GALSET,4,yes,15,16
GALSET,4,yes,53,16
GALSET,4,yes,126,16
GALSET,4,yes,11,16
GALSET,4,yes,2,16
GALSET,4,yes,4,16
GALSET,4,yes,5,16
GALSET,4,yes,2,16
